classification,category,Exams,Exam Name,Extract Text,Question Text,Choice A,Choice B,Choice C,Choice D,Choice E,Choice F,Choice G,Correct Answer,Rationale,Image URL,Question Type,Heading
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,Which of the following bones is the only movable bone of the skull?,Maxilla,Zygomatic,Lacrimal,Mandible,,,,D,"The mandible (D) is the only movable bone of the skull. It forms the lower jaw and is crucial for functions like chewing and speaking. The maxilla, zygomatic, and lacrimal bones (options A, B, and C) are not movable bones within the skull.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,You have been given a sample of tissue that has open spaces partially filled by an assemblage of needle-like structures. What is the tissue?,Spongy bone,Compact bone,Cartilage,Adipose tissue,,,,A,"The correct answer is A: Spongy bone. Spongy bone tissue has open spaces partially filled by needle-like structures known as trabeculae. This arrangement gives spongy bone its characteristic appearance and provides structural support while reducing the tissue's density. Compact bone, on the other hand, is dense and solid, lacking the open spaces seen in spongy bone. Cartilage is a flexible connective tissue without needle-like structures, and adipose tissue is predominantly composed of fat cells, not needle-like structures.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,What type of synovial joint is the elbow?,Pivot,Hinge,Ball and socket,Toddle,,,,B,"The correct answer is B: Hinge. The elbow joint is classified as a hinge joint because of its structure and movement capabilities. Hinge joints allow movement in only one plane, similar to a door hinge, enabling flexion and extension movements. In contrast, pivot joints allow rotational movement, ball and socket joints offer a wide range of motion in multiple directions, and toddle is not a recognized joint type.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,The distal end of the two bones that articulate with the carpals are broken. Which bones are these?,Ulna and radius.,Metacarpals and phalanx.,Humerus and ulna.,Humerus and radius.,,,,A,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,What is the fundamental unit of life that constructs all living organisms?,Atom,Cell,Organ,Tissue,,,,B,"The correct answer is B: Cell. Cells are the fundamental structural and functional units of life that construct all living organisms. Cells carry out vital functions essential for life, such as growth, reproduction, and response to stimuli. While atoms are the basic units of matter, cells are specifically the fundamental units of life.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,In which cavity are the urinary bladder and internal reproductive organs found?,Pelvic,Abdominal,Thoracic,Pleural,,,,A,"The correct answer is A: Pelvic. The urinary bladder and internal reproductive organs are located in the pelvic cavity. The pelvic cavity is situated below the abdominal cavity and houses various organs, including the urinary bladder and reproductive organs. The abdominal cavity contains organs like the stomach, liver, and intestines, while the thoracic cavity houses the lungs and heart. Pleural is an incorrect choice as it is related to the lining around the lungs.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,Why are skeletal muscles also called voluntary muscles?,They are under conscious control.,They are attached to the skeleton.,They use ATP to energize contraction.,They are striated in appearance.,,,,A,"Skeletal muscles are referred to as voluntary muscles because they are under conscious control. This means that individuals can decide when to contract these muscles, enabling voluntary movements such as walking, running, and lifting objects. Choice A is the correct answer as it reflects the defining characteristic of voluntary control over skeletal muscles. Choices B, C, and D are not the primary reasons for why skeletal muscles are termed voluntary muscles as they do not relate directly to the conscious control aspect.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,What separates the thoracic cavity from the abdominal cavity?,Diaphragm,Mediastinum,Liver,Lungs,,,,A,"The correct answer is A: Diaphragm. The diaphragm is a dome-shaped muscle that plays a crucial role in respiration by separating the thoracic cavity, which contains the heart and lungs, from the abdominal cavity, which houses organs such as the liver, stomach, and intestines. The mediastinum is a central compartment in the thoracic cavity that houses the heart, major blood vessels, esophagus, trachea, and thymus. The liver and lungs are organs within their respective cavities but do not directly separate the thoracic and abdominal cavities.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,What do ceruminous glands secrete?,Oily sebum.,Earwax.,Keratin,Mucus.,,,,B,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,What contributes to phagocytosis in white blood cells?,Golgi apparatus.,Endoplasmic reticulum.,Vacuoles.,Lysosomes.,,,,D,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,Arrector pili are responsible for which action?,Production of sweat,Increase in skin pigmentation.,Acceleration of wrinkling in aging.,Appearance of goose bumps.,,,,D,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,How many different types of tissues are there in the human body?,four,six,eight,ten,,,,A,"The human body is composed of four main types of tissues: epithelial, connective, muscle, and nervous tissue. Epithelial tissue covers body surfaces, connective tissue provides support and structure, muscle tissue allows movement, and nervous tissue coordinates body activities through electrical signals. Therefore, the correct answer is four.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,What does the ceruminous gland secrete?,Ear wax,Keratin,Mucus,Oily sebum,,,,A,"The ceruminous gland, located in the ear canal, secretes ear wax, also known as cerumen. Ear wax plays a crucial role in protecting the ear canal by trapping dust and other particles, preventing them from reaching the delicate eardrum. Additionally, ear wax possesses antibacterial properties that aid in safeguarding the ear from potential infections. Therefore, the correct answer is A: Ear wax.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,The calcaneus is located in what part of the body?,Foot.,Mouth.,Head,Hand.,,,,A,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,"A tissue examined under the microscope exhibits the following characteristics: cells found on the internal surface of the stomach, no extracellular matrix, tall and thin cells, and no blood vessels in the tissue. What type of tissue is this?",Epithelial,Connective,Muscle,Cartilage,,,,A,"The correct answer is A: Epithelial. Epithelial tissue is characterized by cells tightly packed together that form a protective barrier on internal and external body surfaces. The description in the question matches the characteristics of epithelial tissue found lining the internal surface of organs like the stomach. This type of tissue lacks blood vessels and typically does not contain an extracellular matrix, which is a defining feature of connective tissue. Muscle tissue is composed of cells capable of contraction and relaxation, while cartilage is a type of connective tissue consisting of specialized cells embedded in a matrix.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,Which type of muscle tissue is found in the heart?,Smooth Muscle,Skeletal Muscle,Cardiac Muscle,Elastic Muscle,,,,C,"The correct answer is C: Cardiac Muscle. Cardiac muscle tissue is specifically found in the heart and is responsible for its involuntary contractions to pump blood throughout the body. Cardiac muscle has unique features that enable synchronized contractions, essential for maintaining the heart's function, unlike skeletal and smooth muscles.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,Which of the following hormones are tropic hormones? (Select one that doesn't apply.),Somatotropin,Follicle-stimulating hormone,Antidiuretic hormone,Thyroid-stimulating hormone,,,,C,"Tropic hormones are hormones that stimulate the release of other hormones from target endocrine glands. Somatotropin (A) is growth hormone from the anterior pituitary that acts directly on tissues. Follicle-stimulating hormone (B) and Thyroid-stimulating hormone (D) are tropic hormones that act on the gonads and thyroid gland, respectively, to stimulate the production of other hormones. Antidiuretic hormone (C) is not a tropic hormone; it regulates water balance by acting on the kidneys to reduce water excretion.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,Which type of cell secretes antibodies?,bacterial cell,viral cell,lymph cell,plasma cells,,,,D,"Plasma cells are a type of white blood cell specialized in producing and secreting antibodies. Antibodies, also known as immunoglobulins, are vital components of the immune system that help recognize and neutralize pathogens. When the body encounters an antigen, plasma cells are activated to produce and secrete antibodies specific to that antigen. These antibodies bind to the pathogen, marking it for destruction by other immune cells. Therefore, plasma cells are the correct answer as they are specifically designed to produce and secrete antibodies to fight infections.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,Nerve tissue is composed of neurons and connective tissue cells that are referred to as which of the following?,Osteoblasts,Neuroglia,Osteocytes,Arterioles,,,,B,"Nerve tissue is made up of neurons that transmit signals and neuroglia cells that support and protect the neurons. Neuroglia cells play a crucial role in providing structural support, insulation, and nutrients to neurons. Osteoblasts are bone-forming cells, osteocytes are mature bone cells, and arterioles are small arteries that carry blood away from the heart. Therefore, the correct answer is option B, Neuroglia.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,Which structure is found in the upper respiratory tract?,Bronchi.,Alveoli,Pharynx.,Lungs.,,,,C,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,What is the name of the outermost layer of the skin?,dermis,epidermis,subcutaneous tissue,hypodermis,,,,B,"The correct answer is B, 'epidermis.' The epidermis is the outermost layer of the skin, providing a protective barrier against environmental factors and regulating water loss. The dermis is located beneath the epidermis and contains important structures like blood vessels and glands. Subcutaneous tissue, also known as the hypodermis, is located below the dermis and serves functions such as insulation and energy storage.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,Which organ is part of both the male reproductive system and the urinary system?,Ureter.,Testis.,Epididymis.,Urethra.,,,,D,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,All actions of the nervous system depend on the transmission of nerve impulses over which of the following?,Neuroglia,Efferent pathways,Afferent pathways,Neurons,,,,D,"Nerve impulses are transmitted in the nervous system through neurons. Neurons are specialized cells responsible for transmitting electrical and chemical signals, known as nerve impulses. Neuroglia are supportive cells in the nervous system, efferent pathways carry signals away from the central nervous system, and afferent pathways carry signals towards the central nervous system. Therefore, neurons play a crucial role in transmitting nerve impulses, making them the correct answer.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,Which of the following are functions of the skeletal system? (Select one that does not apply.),Support the body,Hemopoiesis,Conduct impulses,Provide protection,,,,C,"The correct answer is C, 'Conduct impulses.' The skeletal system's primary functions include supporting the body, hemopoiesis (blood cell production), and providing protection to internal organs. Conducting impulses is a function of the nervous system, not the skeletal system. The skeletal system serves as the framework for the body, enabling movement, protecting vital organs, producing blood cells, storing minerals, and supporting the overall structure of the body.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,Why are the hydrochloric acid and digestive enzymes from the stomach unable to digest the stomach itself?,The digestive enzymes in the stomach are too weak.,Rugae lining of the stomach Is too tough to be attacked by digestive enzymes.,Stomach wall is protected by large amounts of mucus.,Stomach wall is composed of substances other than protein.,,,,C,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,To where are all the nutrients that enter the hepatic portal vein routed for decontamination?,Kidney,Pancreas,Spleen,Liver,,,,D,"When nutrients are absorbed from the digestive tract, they enter the hepatic portal vein and are transported directly to the liver. The liver acts as a filter, processing and detoxifying these nutrients before they are further distributed to the rest of the body. Therefore, the correct answer is the liver, which plays a crucial role in detoxifying substances that enter the body through the digestive system.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,What is the function of the thrombocytes?,Form connective tissue.,Play a role in blood clotting.,Defend against infection.,Transport respiratory gases.,,,,B,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,Which muscle of the quadriceps group is located on the side surface of the lower extremity?,Vastus lateralis,Gastrocnemius,Anterior tibialis,Rectus femoris,,,,A,"The correct answer is A, Vastus lateralis. The vastus lateralis is a muscle in the quadriceps group located on the lateral side of the thigh and lower extremity. This muscle is essential for knee extension and overall lower limb strength, particularly in activities like walking, running, and jumping.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,Which structure is a ball and socket joint?,Elbow,Ankle,Shoulder,Knee,,,,C,"The correct answer is C, Shoulder. A ball and socket joint allows for a wide range of motion in multiple directions and is characterized by a spherical end of one bone fitting into a socket on another bone. The shoulder joint is a prime example of a ball and socket joint, offering extensive movement capabilities compared to other joint types like hinge joints (e.g., elbow and knee) or gliding joints (e.g., ankle).",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,Which bones are formed by intramembranous ossification?,Flat bones,Long bones,Short bones,Irregular bones,,,,A,"Intramembranous ossification is the process by which flat bones, such as the skull bones and the clavicles, are formed. During this process, mesenchymal stem cells differentiate directly into bone-forming cells, leading to the formation of flat bones. Long bones, short bones, and irregular bones are formed through endochondral ossification, a different process where the bone is first formed as a cartilage model before being replaced by bone tissue.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,How does the skin aid in maintaining the calcium and phosphate levels of the body?,Sebum production,Keratin synthesis,Vitamin A synthesis,Vitamin D production,,,,D,"The skin aids in maintaining calcium and phosphate levels in the body by producing Vitamin D when exposed to sunlight. Vitamin D is crucial for the absorption of calcium and phosphate from the diet, vital for bone health, and various physiological functions. When UV radiation penetrates the skin, it triggers the conversion of a compound into Vitamin D, which then facilitates the absorption of calcium and phosphate in the intestines.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,Which hormone initiates the preparation of the endometrium of the uterus for pregnancy?,FSH,Estrogen,LH,Progesterone,,,,B,"Estrogen initiates the preparation of the endometrium of the uterus for pregnancy by promoting its growth and thickening during the menstrual cycle. It is essential for creating a suitable environment for implantation of a fertilized egg. FSH (Follicle Stimulating Hormone) is involved in stimulating follicle development in the ovaries, LH (Luteinizing Hormone) triggers ovulation, and Progesterone is crucial for maintaining the endometrial lining post-ovulation and during early pregnancy.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,In what area of the body would you expect to find an especially thick stratum corneum?,Back of the hand,Heel of the foot,Abdomen,Over the shin,,,,B,"The stratum corneum, the outermost layer of the epidermis, is composed of dead skin cells. Areas that are subjected to constant pressure or friction, such as the heel of the foot, tend to have a thicker stratum corneum as a protective mechanism against wear and tear. Therefore, an especially thick stratum corneum would be expected on the heel of the foot, making it the correct answer.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,Which hormones regulate testicular activity?,FSH,LH,GH,Both FSH and LH,,,,D,"Testicular activity is regulated by both follicle-stimulating hormone (FSH) and luteinizing hormone (LH). FSH stimulates sperm cell production in the testes, while LH stimulates testosterone production by Leydig cells in the testes. Therefore, both FSH and LH are essential in controlling testicular activity.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,What force primarily drives filtration in the kidneys?,osmosis,smooth muscle contraction,peristalsis,blood pressure,,,,D,"Filtration in the kidneys is primarily driven by blood pressure. The glomerulus filters blood under pressure, allowing small molecules and fluids to pass through into the renal tubules while retaining larger molecules like proteins. Osmosis, smooth muscle contraction, and peristalsis do play roles in kidney function, but blood pressure is the main force responsible for the initial filtration process.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,"Which anatomic structure houses the malleus, incus, and stapes?",Nose,Throat,Eye,Ear,,,,D,"The correct answer is D: Ear. The malleus, incus, and stapes, also known as the auditory ossicles, are the three smallest bones in the human body and are located in the middle ear. These bones play a crucial role in transmitting sound vibrations from the eardrum to the inner ear, facilitating the hearing process.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,Which muscle of the quadriceps group is located on the lateral surface of the lower extremity?,Vastus lateralis,Gastrocnemius,Anterior tibialis,Rectus femoris,,,,A,"The correct answer is A: Vastus lateralis. The vastus lateralis is a muscle of the quadriceps group that is situated on the lateral side of the lower extremity. It is responsible for extending the knee joint. Gastrocnemius (choice B) is a muscle located in the calf, Anterior tibialis (choice C) is a muscle in the anterior compartment of the leg, and Rectus femoris (choice D) is a muscle of the quadriceps group but is not located on the lateral surface of the lower extremity. Therefore, they do not match the description provided in the question and are incorrect choices.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,"A tissue examined under the microscope exhibits the following characteristics: cells found on the internal surface of the stomach, no extracellular matrix, cells tall and thin, and no blood vessels in the tissue. What type of tissue is this?",Epithelial,Connective,Muscle,Nervous,,,,A,"The correct answer is A: Epithelial. Epithelial tissues are made up of closely packed cells that line the surfaces and cavities of the body. The characteristics described in the question, such as cells found on the internal surface of the stomach, tall and thin cells, absence of extracellular matrix, and no blood vessels, are typical of epithelial tissues. These tissues serve functions like protection, absorption, and secretion, making them well-suited for lining organs like the stomach.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,Which mineral is responsible for muscle contractions?,Chloride,Sodium,Calcium,Magnesium,,,,C,"Calcium is the mineral responsible for muscle contractions. When a muscle receives a signal from the nervous system, calcium is released within the muscle cells, allowing the muscle fibers to contract. This process is essential for various bodily functions, including movement, digestion, and heart function.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,What are the functional units of the kidney?,Ureters,Glomeruli,Nephrons,Renal capsules,,,,C,"Nephrons are the functional units of the kidney responsible for filtering blood, regulating fluid balance, and forming urine. Each kidney contains thousands of nephrons that work together to maintain homeostasis in the body. Ureters are tubes that carry urine from the kidneys to the bladder, not the functional units. Glomeruli are part of the nephron structure, specifically involved in the initial filtration of blood. Renal capsules are outer coverings of the kidney and do not serve as the functional units responsible for kidney function.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,What is the response of cells in the collecting tubules in the nephrons when antidiuretic hormone (ADH) is secreted?,Serum potassium retention increases.,Large quantities of dilute urine are formed.,Water is reabsorbed from the urinary filtrate.,The tubules become impermeable to water.,,,,C,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,What are the two catabolic pathways that lead to cellular energy production?,Fermentation and internal respiration,Fermentation and external respiration,Fermentation and cellular respiration,Fermentation and anaerobic respiration,,,,C,"The correct answer is C: Fermentation and cellular respiration. Fermentation and cellular respiration are the two catabolic pathways that lead to cellular energy production. Fermentation occurs in the absence of oxygen and produces a small amount of ATP, while cellular respiration involves the breakdown of glucose in the presence of oxygen to produce a much larger amount of ATP through a series of metabolic pathways.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,Which hormone is responsible for preparing the endometrium of the uterus for pregnancy?,FSH,Estrogen,LH,Progesterone,,,,B,"Estrogen is the hormone responsible for initiating the preparation of the endometrium of the uterus for pregnancy. Estrogen helps thicken the endometrial lining, which is crucial for the implantation of a fertilized egg. It plays a vital role in the menstrual cycle and is primarily produced by the ovaries.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,What are the two functions of the male and female reproductive organs?,Production of all cells and production of hormones,Production of interstitial cells and production of hormones,Production of gametes and production of hormones,Production of gametes and production of interstitial cells,,,,C,"The male and female reproductive organs have two primary functions: the production of gametes (sperm in males and eggs in females) and the production of hormones. Gametes are essential for sexual reproduction, while hormones play a crucial role in regulating various physiological processes in the body, such as growth, development, and reproductive functions.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,Which cavity of the heart has the thickest wall?,Right atrium,Left atrium,Right ventricle,Left ventricle,,,,D,"The correct answer is the left ventricle. The left ventricle has the thickest wall among the heart cavities as it needs to pump oxygenated blood to the entire body, requiring more force and muscle strength. Its thick wall helps generate enough pressure to propel blood through the systemic circulation. The other choices, including the right atrium, left atrium, and right ventricle, do not have as thick walls as the left ventricle because their functions involve receiving and transferring blood with lower pressure requirements.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,Which process is increased when the sympathetic nervous system is stimulated?,Uterine activity,Gastrointestinal activity.,Cardiac Output,pancreatic activity.,,,,C,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,Where does digestion begin in the digestive system?,Esophagus.,Small intestine.,Stomach.,Oral cavity.,,,,D,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,On what are macromolecules is the genetic code carried?,Nucleotides,Chromosomes,DNA,RNA,,,,A,"The genetic code is carried on nucleotides, which are the building blocks of DNA and RNA. Nucleotides contain the genetic information crucial for the functioning of organisms. While chromosomes, DNA, and RNA play roles in genetic processes, the genetic code specifically resides on nucleotides.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,An over-production of cerumen can accumulate in which area?,In the nose.,On the eyelids and eyes.,In the external ear canals.,On the teeth,,,,C,,,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy,,What is the function of thrombocytes?,Blood clotting,Oxygen transport,Immune response,Hormone production,,,,A,"Thrombocytes, also known as platelets, play a crucial role in blood clotting. When there is an injury or damage to a blood vessel, thrombocytes adhere to the site and form a plug to stop bleeding. This process is essential for wound healing and preventing excessive blood loss. Therefore, the correct function of thrombocytes is blood clotting.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy and Physiology Practice Questions,,How much air does an adult inhale in an average breath?,500 mL,750 mL,1000 mL,1250 mL,,,,A,"An adult typically inhales around 500 mL of air in an average breath. This volume is known as tidal volume, representing the amount of air inspired or expired during normal breathing. Tidal volume plays a crucial role in efficient gas exchange in the lungs and maintaining adequate oxygen levels in the body. It is essential for proper respiratory function and ensuring the body receives the necessary oxygen for cellular respiration and overall metabolism.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Practice Test Anatomy and Physiology,,Which structure regulates the transport of substances in and out of the cell?,Cell membrane,Cell's cytoplasm,Nuclear membrane,Plasma membrane,,,,D,"The plasma membrane, also known as the cell membrane, is responsible for regulating the transport of substances in and out of the cell. It acts as a selective barrier, allowing certain molecules to pass through while blocking others. The cytoplasm is the fluid within the cell, and the nuclear membrane surrounds the nucleus, not involved in regulating substance transport. Therefore, the correct answer is the plasma membrane.",,Regular,
Nursing Exams,HESI A2,Anatomy and Physiology,Free HESI A2 Anatomy Practice Test,,Which structure is located on the sternum?,Xiphoid process,Sesamoid bone,Hyoid bone,Ossified process,,,,A,"The xiphoid process is the structure located at the bottom of the sternum. It is a small cartilaginous process that ossifies with age. The sesamoid bone is a small bone embedded within a tendon, not typically found on the sternum. The hyoid bone is a U-shaped bone located in the neck, not on the sternum. 'Ossified' refers to a structure that has become hardened like bone, but it is not a specific structure located on the sternum.",,Regular,
