classification,category,Exams,Exam Name,Extract Text,Question Text,Choice A,Choice B,Choice C,Choice D,Choice E,Choice F,Choice G,Correct Answer,Rationale,Image URL,Question Type,Heading
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"The graph shows a handyman's fees, f(x), in terms of the hours worked, x. The fees include a fuel charge and an hourly rate. What is the handyman's hourly rate?",$5,$55,$30,$25,,,,D,"<h2>Factor the expression completely: 45bcx - 10ax</h2>
To factor the given expression, we need to find the greatest common factor of the terms. In this case, the common factor is 5x. By factoring out 5x, we are left with 9bc - 2a, which is the fully factored form of the expression.

<b>A) 5x(9bc - 2a)</b>
This choice correctly factors out the greatest common factor, 5x, from the given expression. The remaining terms, 9bc - 2a, represent the fully factored form after simplification.

<b>B) 5(9bc - 2a)</b>
This option mistakenly factors out 5 instead of 5x, leading to an incomplete factorization of the expression. The X variable is missing from the factored form, making this choice incorrect.

<b>C) x(45bc - 10a)</b>
Here, the factorization only involves x and not the numerical coefficient 5, resulting in an incomplete factorization of the given expression. The absence of the common factor 5 makes this choice incorrect.

<b>D) 5x(9bc + 2a)</b>
This choice incorrectly changes the subtraction in the original expression to addition while correctly factoring 5x. However, the sign change in the factorization makes this option incorrect as the original expression involves subtraction.

<b>Conclusion</b>
In factorizing the expression 45bcx - 10ax, the correct factorization involves extracting the greatest common factor, which is 5x. The fully factored form is represented as 5x(9bc - 2a), as shown in option A. This factorization demonstrates the correct application of factoring techniques to simplify the given algebraic expression.",m-24.png,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"What is the equation of a line with a slope of 5 that passes through the point (-2, -7)?",y=5x+3,y=5x-3,y=5x-17,y=5x+17,,,,C,"<h2>Choice C) 60 minutes/1 hour = 5280 feet/1 mile</h2>
To convert the speed from feet per second to miles per hour, the conversion factor must relate the units of feet to miles and seconds to hours accurately. This choice correctly sets up the conversion with 5280 feet in 1 mile and 60 minutes in 1 hour, ensuring a proper transformation of units.

<b>A) 1 hour/60 seconds = 1 mile/5,280 feet</b>
This choice incorrectly sets up the conversion factor by relating hours to seconds and miles to feet. While the ratios are correct, the placement of the terms does not align with the required unit transformation for the speed conversion.

<b>B) 60 minutes/1 hour = 1 mile/5280 feet</b>
This choice correctly relates minutes to hours and miles to feet, but it positions the terms inversely for the required speed conversion. The correct conversion factor should be consistent with the desired outcome of miles per hour.

<b>D) 12 inches/1 foot = 60 minutes/1 hour</b>
This choice sets up an unrelated conversion between inches and feet alongside minutes and hours, which does not contribute to converting the speed from feet per second to miles per hour. The units involved are not relevant to the speed transformation required.

<b>Conclusion</b>
Choice C provides the correct conversion factor to transform the cyclist's speed from feet per second to miles per hour accurately. By establishing the relationship between feet and miles alongside seconds and hours in the correct orientation, this choice enables a precise and meaningful understanding of the cyclist's speed in a more familiar and practical unit of measurement.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"Laura walks every evening on the edges of a sports field near her house. The field is in the shape of a rectangle 300 feet (ft) long and 200 ft wide, so 1 lap on the edges of the field is 1,000 ft. She enters through a gate at point G, located exactly halfway along the length of the field.
 Laura estimates that she can walk the length of the field from corner W to corner X in 55 seconds. To the nearest tenth of a mile per hour, what is her walking speed? (1 mile = 5,280 feet)",3.7,5.5,3.4,5.3,,,,B,"<h2>x^2 - 24x - 4,081 = 0</h2>
To determine the dimensions of the painting, we need to set up an equation based on the given information. Since the width is 24 centimeters shorter than the length x, we can express the width as x - 24. The area of a rectangle is found by multiplying its length by its width, so we create the equation x * (x - 24) = 4,081, which simplifies to x^2 - 24x - 4,081 = 0.

<b>B) x^2 + 24x - 4,081 = 0</b>
This equation does not correctly represent the relationship between the length and width of the painting. Adding 24x instead of subtracting 24x from x^2 would lead to an incorrect calculation.

<b>C) x^2 + 24x + 4,081 = 0</b>
This equation does not accurately reflect the scenario described in the question. The addition of 4,081 without the negative operator for the width being shorter than the length results in an incorrect representation of the area calculation.

<b>D) x^2 - 24x + 4,081 = 0</b>
This equation also fails to capture the correct relationship between the length and width of the painting. The addition of 4,081 instead of subtracting it in conjunction with the -24x term leads to an inaccurate setup for finding the dimensions.

<b>Conclusion</b>
The correct equation for finding the dimensions of the painting, given that the width is 24 centimeters shorter than the length and the area is 4,081 square centimeters, is x^2 - 24x - 4,081 = 0. By understanding the relationship between the length, width, and area of the painting, this quadratic equation correctly represents the situation and allows for the solution of the dimensions.",m-102.png,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,"Excerpt from The Musician's Daughter
by Susanne Dunlap
I thought a lot, at the beginning, about my father playing the violin. I still remember the first time I ever saw a concert. I was very small, and we had just come to Esterhaza, a magnificent palace in Sopron, Hungary, when the prince's household moved there from his winter palace, at Eisenstadt, near Vienna. I think it may have been the first concert Papa took part in there. I had a new dress for the occasion, and Mama looked beautiful. I don't think Toby was born yet, or if he was, he was a small baby and stayed in our rooms with a nurse.
The palace at EsterhÃ¡za was so new that it still smelled of raw wood and paint. The rooms were very grand. I had never seen so many candles in one place before. And they were expensive wax candles, not foul-smelling tallow. We stood to the side to watch the fine ladies enter. I thought they looked like dolls; their faces were so perfect. Later my mother told me that they painted them with white lead to make their skin artificially smooth and pale, and then rubbed rouge into their cheeks and lips, and drew lines of charcoal around their eyes so they would appear larger. And the headdresses-in those days the fashion was to have hair that towered up, stuck into place with diamond combs, with ribbons and pearls festooned around. And no matter what color it was naturally, ladies powdered their hair to snowy whiteness, so that the light of the candies was magnified by the glow from the people themselves.
And the men, too, were powdered and patched. Their gold buttons and lace were almost as gaudy as the ladies' finery. But the enormous panniers that held the ladies' skirts out to the side so far that they had to move sideways through doorways fascinated me most of all. I could barely be persuaded to turn my eyes to the orchestra when the concert started.
We were not seated with the guests. In fact, I think we were tucked away in an anteroom. The door was open so we could see through, and everyone pushed me forward to let me watch my father, who looked up now and again from the music and gave me a quick smile. The candlelight danced over the rich wood of his violin, the beautiful Italian instrument, an old Amati, that my grandfather had given him. Kapellmeister Haydn-who was also my godfather-sat at the harpsichord, smiling broadly all the time, waving one hand in the air to direct, then putting it back on the keys and instead using his head, bobbing and nodding to bring the winds in, or to indicate the entrance for the cellos. He looked like the music, 1 remember thinking. I wish I could bring that particular sound to my mind, but it has since blended with countless, other concert. I'll always remember what it looked like, though. The light shimmering glow of everything and everyone.","At a local bank, certificates of deposit (CDs) mature every 9 months. At another bank, CDs mature every 12 months. If CDs are purchased on the same day at each bank and are renewed when they mature, what is the least number of months that will pass before the two banks' CDs are mature at the same time?",72,36,108,3,,,,B,"<h2>Paragraph 1 establishes the setting and the reason the narrator's family came to the palace.</h2>
The first paragraph introduces the reader to the context of the story. It provides information about the location (Esterhaza, a palace in Sopron, Hungary) and the event (a concert in which the narrator's father is participating). It also gives the reason why the narrator's family is at the palace - because the prince's household has moved there.

<b>A) Paragraph 1 establishes the setting and the reason the narrator's family came to the palace.</b>
This statement is correct. The first paragraph indeed sets up the time and place in which the story is happening and provides the reason for the family's presence at the palace.

<b>B) Paragraph 1 provides details about the narrator's feelings about the events of the evening.</b>
The first paragraph does not delve into the narrator's feelings about the events of the evening. It provides context and setting, but not the narrator's emotional response.

<b>C) Paragraph 1 includes background about a conflict that arose from the narrator's feelings about fashion.</b>
There is no mention of any conflict, especially one related to the narrator's feelings about fashion, in the first paragraph. The focus is on setting the scene and introducing the context.

<b>D) Paragraph 1 describes the narrator's father and his performance at the concert.</b>
While the first paragraph does mention the narrator's father and the concert, it does not provide a detailed description of his performance. The focus is more on setting the scene for the story.

<b>Conclusion</b>
The first paragraph of the excerpt from The Musician's Daughter by Susanne Dunlap establishes the setting and the reason why the narrator's family is at the palace. The other options incorrectly suggest that the paragraph explores the narrator's feelings, details a conflict, or describes the father's performance, none of which is the primary focus of this part of the text.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,The number line below shows the solution set of an inequality: Which two inequalities represent the graph shown?,-2x>4 and 4x<-8,3x>-6 and x-4>6,4x<-8 and x≥6,4x<-8 and x≥6,,,,B,"<h2>Walking speed = 4.2 miles per hour.</h2>
Laura walks the length of the field (300 ft) in 55 seconds, which translates to 1,000 ft per lap. To find her speed in miles per hour, convert 1,000 ft to miles (1,000 ft ÷ 5,280 ft = 0.1894 miles) and then calculate her speed in miles per hour (0.1894 miles ÷ 55 seconds = 0.0034 miles per second). Converting this to miles per hour gives 4.2 mph.

<b>A) 3.7</b>
This calculation is incorrect. To find Laura's walking speed, the distance in feet needs to be converted to miles, and then the time in seconds needs to be converted to hours for an accurate speed measurement.

<b>B) 5.5</b>
Correct! Laura's walking speed is approximately 4.2 miles per hour. This is calculated by converting the distance she walks in feet to miles and dividing by the time in hours.

<b>C) 3.4</b>
This calculation is inaccurate. The correct answer for Laura's walking speed is around 4.2 miles per hour, not 3.4. The speed calculation requires accurate conversions from feet to miles and seconds to hours.

<b>D) 5.3</b>
This choice is incorrect. The calculated walking speed for Laura is approximately 4.2 miles per hour, not 5.3. Proper conversion of distance and time units is essential for determining the accurate speed measurement.

<b>Conclusion</b>
Laura's walking speed around the field's edges is approximately 4.2 miles per hour, not 3.7, 5.3, or 3.4 miles per hour as incorrectly suggested in the other choices. Proper conversion of units from feet to miles and seconds to hours is crucial for obtaining the correct speed measurement.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"Fix It Fast is an auto repair shop that employs 10 mechanics. Each day, the shop owner randomly picks 1 mechanic to receive a free lunch. What is the probability the shop owner will pick the same mechanic to receive a free lunch 2 days in a row?",120,1/100,15,110,,,,B,"<h2>Graph D) M-97D.png</h2>
Graph D corresponds to the line described by the equation 4x - 3y = 12. The slope-intercept form of this equation is y = (4/3)x - 4, indicating a slope of 4/3 and a y-intercept at (0, -4).

<b>A) Graph A) M-97A.png</b>
This graph does not represent the line 4x - 3y = 12. The line in this graph has a different slope and does not intersect the y-axis at y = -4.

<b>B) Graph B) M-97B.png</b>
The line in this graph does not align with the equation 4x - 3y = 12. Its slope and y-intercept are inconsistent with the characteristics of the given line.

<b>C) Graph C) M-97C.png</b>
Graph C does not depict the line defined by 4x - 3y = 12. The slope and y-intercept of the line in this graph do not match those of the equation.

<b>Conclusion</b>
Among the provided graphs, only Graph D accurately represents the line corresponding to the equation 4x - 3y = 12. The correct graph exhibits a slope of 4/3 and intersects the y-axis at y = -4, consistent with the properties of the given linear equation. Graphically identifying solutions to linear equations aids in understanding relationships between variables and visualizing mathematical concepts in a tangible way.",,Images,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"For an emergency service call, a plumbing company charges a flat fee of $60 plus $40 an hour. A customer remembers paying at least $200 for an emergency service. Which phrase describes the number of hours the plumbing company was at the service call?",at most 2 hours,at most 3.5 hours,at least 3.5 hours,at least 2 hours,,,,C,"<h2>The value of V (r) for r = 0.037 is $509.00.</h2>
The given function V (r) * 500(1 + r) represents the value of the savings account after 2 years based on the interest rate r. To find the value of V (r) for a specific r value, substitute r = 0.037 into the expression and calculate the result.

<b>A) $530.45</b>
This value does not match the calculated result when substituting r = 0.037 into the given function.

<b>B) $501.06</b>
This value does not align with the value obtained by plugging in r = 0.037 into the function V (r) * 500(1 + r).

<b>C) $500.45</b>
This value does not correspond to the value of V (r) calculated for r = 0.037 using the provided function.

<b>D) $509.00</b>
When r = 0.037 is substituted into the function V (r) * 500(1 + r), the calculated value is $509.00, making this the correct answer choice.

<b>Conclusion</b>
By substituting the given interest rate value into the function that represents the savings account's value after 2 years, the result is $509.00. This amount reflects the total value of the account after considering the interest earned over the 2-year period. The correct answer is determined through accurate application of the function with the provided interest rate value.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"The width of a painting is 24 centimeters shorter than its length, x. The area of the painting is 4,081 square centimeters. Which equation could be used to find the dimensions of the painting?","x² - 24x - 4,081 = 0","x² + 24x - 4,081 = 0","x² + 24x + 4,081 = 0","x² - 24x + 4,081 = 0",,,,A,"<h2>-4x - 3</h2>
To simplify the given expression, we combine like terms by adding or subtracting coefficients of the same variable. In this case, both terms have 'x,' so we can combine them by adding -7x to 3x, resulting in -4x, and then add the constants -5 and 2 to get -3.

<b>A) -4x^2 - 3</b>
This choice incorrectly squares the x term and introduces a negative constant that is not present in the original expression. The given expression does not involve any x^2 terms.

<b>B) -4x - 3</b>
This is the correct answer. By combining like terms, we simplify the expression to -4x - 3.

<b>C) 28</b>
This choice is completely unrelated to the original expression. It provides a constant value that has no connection to the variables or operations in the given expression.

<b>D) -4x^2 - 10</b>
Similar to option A, this choice incorrectly introduces an x^2 term that is not present in the original expression. Additionally, the constant term in this choice (-10) does not match the simplification of the original expression.

<b>Conclusion</b>
By combining like terms in the expression (3x - 5) + (-7x + 2), we simplify it to -4x - 3. This result comes from adding the coefficients of the x terms and the constants separately. Choices A and D incorrectly introduce x^2 terms that are not part of the original expression, while choice C provides an unrelated constant value. The correct answer, choice B, accurately simplifies the expression by combining the x terms and constants correctly.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"The graph shows data for a 5-hour glucose tolerance test for four patients. 
 Symptoms of a patient with diabetes during a 5-hour glucose tolerance test include a high blood-glucose level that increases quickly and then decreases only minimally over the 5-hour period. Which patient displays symptoms of diabetes?",patient 2,patient 1,patient 4,patient 3,,,,C,"<h2>x^7, -3x^5, -6x^3</h2>
To multiply these two polynomials, apply the distributive property by multiplying each term in the first polynomial by each term in the second polynomial. This results in x^7 from multiplying x^2 by x^5, -3x^5 from multiplying x^2 by 2x^3, and -6x^3 from multiplying -3 by x^5.

<b>B) x^10, 2x^5, -6x^3</b>
This combination of terms indicates an incorrect application of the distributive property during polynomial multiplication. The exponents in the result do not align with the correct multiplication of the given polynomials.

<b>C) 5x^5, 2x^6, -6x^3</b>
This set of terms does not correspond to the correct product obtained when multiplying (x^2 - 3)(x^5 + 2x^3). The exponents and coefficients are not consistent with the rules of polynomial multiplication.

<b>D) x^7, 2x^5, -6</b>
The terms presented here do not match the product of multiplying the two given polynomials. The absence of the correct combination of exponents and coefficients demonstrates an error in the multiplication process.

<b>Conclusion</b>
The correct answer is A, where the product of (x^2 - 3)(x^5 + 2x^3) yields x^7, -3x^5, and -6x^3 through proper application of polynomial multiplication rules. The resulting terms reflect the correct combination of exponents and coefficients based on the distributive property, ensuring an accurate solution to the multiplication problem.",m-68.png,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"A manufacturing plant makes dog toys in the shape of a sphere. The diameter of each dog toy is 3 inches. What is the surface area, in square inches of each dog toy?",113.04,75.36,28.26,37.68,,,,C,"<h2>Graph A) M-58A.png represents the equation x - 2y = 4.</h2>
The equation x - 2y = 4 can be rearranged into slope-intercept form as y = (1/2)x - 2. This form indicates that the slope is 1/2, and the y-intercept is -2, guiding the interpretation of the graph.

<b>B) Graph B) M-58B.png</b>
This graph does not align with the equation x - 2y = 4. The slope and intercept values depicted on this graph do not match the expected values derived from the equation, making it an incorrect representation.

<b>C) Graph C) M-58C.png</b>
The graph represented in C) M-58C.png does not correspond to the equation x - 2y = 4. The slope and intercept shown on this graph do not coincide with the expected values from the given equation, rendering it an inaccurate choice.

<b>D) Graph D) M-58D.png</b>
Graph D) M-58D.png does not accurately depict the equation x - 2y = 4. The slope and intercept values on this graph do not match the expected values derived from the equation, making it an incorrect representation.

<b>Conclusion</b>
The correct graph representation of the equation x - 2y = 4 is found in Graph A) M-58A.png. This graph aligns with the calculated slope of 1/2 and y-intercept of -2, providing a visual depiction consistent with the equation's characteristics. In contrast, Graphs B, C, and D do not accurately illustrate the relationship defined by the given equation, making them incorrect choices for this scenario.",,Images,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"Daniel is planning to buy his first house. He researches information about recent trends in house sales to see whether there is a best time to buy. He finds a table in the September Issue of a local real estate magazine that shows the inventory of houses for sale. The inventory column shows a prediction of the number of months needed to sell a specific month's supply of houses for sale. The table also shows the median sales price for houses each month.
 Daniel wants to create a scatter plot of the data in the table to determine whether inventory affects median sales price. Which scatter plot will help Daniel make his determination?",M-12A.png,M-12B.png,M-12C.png,M-12D.png,,,,A,"<h2>25x^2 - 10x + 1</h2>
When multiplying two binomials, such as (5x - 1)(5x - 1), you can use the FOIL method, which stands for First, Outer, Inner, Last. This method involves multiplying the First terms, then the Outer terms, followed by the Inner terms, and finally the Last terms, and then combining these results to simplify the expression.

<b>A) 25x^2 + 1</b>
This answer is incorrect because when using the FOIL method to multiply (5x - 1)(5x - 1), the product of the Last terms should be -1 * -1 = 1, not an addition.

<b>B) 25x^2 - 1</b>
This option is incorrect because the product of the Last terms should result in a positive 1, not a subtraction.

<b>C) 25x^2 - 2x + 1</b>
This choice is incorrect because the middle term should involve the product of the Outer and Inner terms, which in this case should be -1 * 5x + (-1) * 5x = -5x - 5x = -10x, not -2x.

<b>D) 25x^2 - 10x + 1</b>
This is the correct answer. When you apply the FOIL method to (5x - 1)(5x - 1), the resulting expression simplifies to 25x^2 - 10x + 1, correctly combining the terms from First, Outer, Inner, and Last.

<b>Conclusion</b>
By correctly multiplying the binomials (5x - 1)(5x - 1) using the FOIL method, the resulting expression is 25x^2 - 10x + 1, which matches option D. The key is to systematically calculate the products of each pair of terms and combine them appropriately to simplify the expression in order to arrive at the correct answer.",m-12.png,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,"A shipping box for a refrigerator is shaped like a rectangular prism. The box has a depth of 34,25 Inches (in.), a height of 69,37 in., and a width of 32.62 in. To the nearest hundredth cubic inch, what is the volume of the shipping box?","2,262.85","77,502.59",136.24,"25,834.20",,,,B,"<h2>The acceleration of the object is -1.5 m/s^2.</h2>
Acceleration, denoted as ""a,"" represents the rate of change of velocity over time. A negative value indicates deceleration or a decrease in velocity.

<b>A) 1.5</b>
This choice presents a positive value for acceleration, which contradicts the scenario described in the question. The object's velocity decreases from 14 m/s to 8 m/s, signifying deceleration rather than acceleration.

<b>B) -1.5</b>
The negative sign correctly indicates deceleration, aligning with the scenario where the object slows down from 14 m/s to 8 m/s over the given time interval of 4 seconds. Therefore, this is the correct choice.

<b>C) 4.5</b>
The value of 4.5 m/s^2 suggests a significant acceleration, which does not match the situation described. The object is actually decelerating based on the provided velocities and time.

<b>D) -12</b>
The value of -12 m/s^2 represents an extreme deceleration, which is not supported by the given initial and final velocities of the object. Such a high negative acceleration would imply a rapid decrease in speed beyond what is indicated in the question.

<b>Conclusion</b>
By applying the formula for acceleration and considering the given velocities and time, the correct acceleration for the object transitioning from 14 m/s to 8 m/s over 4 seconds is -1.5 m/s^2, reflecting the deceleration experienced during this interval. It is crucial to interpret the sign of acceleration correctly in physics problems to accurately describe the object's motion.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Questions,,Which table shows a function?,m-43a.png,m-43b.png,m-43c.png,m-43d.png,,,,A,"<h2>1 in. = 6 ft</h2>
To determine the scale used for the drawing, we can set up a proportion using the given measurements: 3 in. on the drawing corresponds to 18 ft in reality. By dividing the actual length by the drawing length, we find that the scale is 1 inch representing 6 feet accurately.

<b>A) 6 in. = 1 ft</b>
This scale implies a much larger representation on the drawing compared to reality. If 6 inches equaled just 1 foot, the truck's length in the drawing would be 18 inches, not the actual 3 inches provided.

<b>B) 1 in. = 15 ft</b>
This scale would result in an exaggerated depiction of the truck on the drawing. With this ratio, the truck would measure 45 inches in the drawing, significantly longer than the actual 18-foot length.

<b>C) 1 in. = 6 ft</b>
As previously explained, this scale accurately represents the truck's length, with 1 inch on the drawing equating to 6 feet in real life, maintaining the proper proportions between the drawing and the actual object.

<b>D) 15 in. = 1 ft</b>
This scale would compress the truck's length in the drawing. At this ratio, the truck would only be represented as 45 inches long, not the correct 18-foot length specified.

<b>Conclusion</b>
The correct scale for the truck drawing is 1 inch representing 6 feet. This scale ensures an accurate representation of the truck's length, maintaining the proper proportions between the drawing and the real object. Using this scale, the drawing effectively conveys the size and dimensions of the truck in a clear and proportionate manner.",,images,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Test with Answers,,Simplify: (3x - 5) + (-7x + 2),-4x² - 3,-4x - 3,28,-4x² - 10,,,,B,"<h2>(x-3)/(4x + 6)</h2>
The given phrase describes the division of a number decreased by three by a number increased by six times four. This is accurately represented by the expression (x-3)/(4x + 6), where x represents the unknown number and follows the specified operations of subtraction and addition within the quotient.

<b>A) (3-x)/(4x + 6)</b>
This expression reflects the inverse order of subtraction compared to the phrase, leading to an inaccurate representation of the relationship between the two numbers. The phrase dictates subtracting three from a number, not vice versa as shown here.

<b>B) (x - 3)(4x + 6)</b>
Multiplying a number by itself decreased by three and increased by six times four does not align with the concept of finding the quotient described in the phrase. The absence of a division operation in this expression makes it an incorrect representation of the given scenario.

<b>D) 4x - 3 + 6</b>
This expression simplifies to 4x + 3, which does not capture the essence of the given phrase involving the division of two distinct operations—subtracting three from a number and adding six times four to a number. The lack of a division symbol further distinguishes this choice as incompatible with the provided description.

<b>Conclusion</b>
The correct expression, (x-3)/(4x + 6), accurately mirrors the specified scenario of dividing a number decreased by three by a number increased by six times four. It adheres to the correct sequence of operations and effectively translates the given phrase into a mathematical representation, showcasing the understanding of the relationship between the numbers involved.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Test with Answers,,Which pair of equations represents parallel lines?,"-2x + y + 2 = 0, y = -(1/2)x - 4","3x + y = -8, y = 3x - 8","x + 2y = 8, -x - 2y = 3","-(2/3)x + y = 12, y = -(3/2)x - 1",,,,C,"<h2>$3.39</h2>
To calculate the mean price of all the fish, we need to find the average price by adding up all the individual prices and dividing by the total number of fish bought.

<b>A) $2.99</b>
This price is not the correct answer. While it may be the price of one of the fish Lisa bought, it does not represent the mean price of all the fish when considering all the purchases made.

<b>B) $6.45</b>
This price is not the correct answer. While it may be the price of one of the fish Lisa bought, it does not represent the mean price of all the fish when considering all the purchases made.

<b>D) $5.14</b>
This price is not the correct answer. While it may be the price of one of the fish Lisa bought, it does not represent the mean price of all the fish when considering all the purchases made.

<b>Conclusion</b>
The correct answer is $3.39. To find the mean price, we would add up the prices of all the fish bought from Jorge's pet store and divide by the total number of fish. This calculation would provide us with the average price per fish, which in this case is $3.39.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Test with Answers,,"Last weekend, 625 runners entered a 10,000-meter race. A 10,000- meter race is 6.2 miles long. Ruben won the race with a finishing time of 29 minutes 51 seconds.
 The graphs show information about the top 10 runners.
 Based on the scatter plot, what is the range of ages of the top 10 runners?",9,1,16,40,,,,C,"<h2>The y-intercept of function P is 4 which is greater than the y-intercept of function Q.</h2>
The y-intercept of a linear function represents the value of the function when x = 0. In function P, when x = 0, f(x) = 4, indicating the y-intercept is at 4. Therefore, the y-intercept of function P is 4, which is greater than the y-intercept of function Q.

<b>A) The y-intercept of function P is -6 which is less than the y-intercept of function Q.</b>
This statement is incorrect because the y-intercept of function P is 4, not -6. The y-intercept of function P is positive, not negative.

<b>B) The y-intercept of function P is 4 which is equal to the y-intercept of function Q.</b>
This statement is incorrect. The y-intercept of function P is indeed 4, but it does not equal the y-intercept of function Q, which is not provided in the question.

<b>C) The y-intercept of function P is -6 which is greater than the y-intercept of function Q.</b>
This statement is incorrect. The y-intercept of function P is not -6; it is 4. Therefore, it is not greater than the y-intercept of function Q as stated.

<b>Conclusion</b>
The correct answer is D. The y-intercept of function P is 4, as represented by the constant term in the function f(x) = 4 - 6x. This value of 4 is greater than the y-intercept of function Q, which is not explicitly provided in the question. The comparison clearly shows that the y-intercept of function P is greater than that of function Q.",m-48.png,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Test with Answers,,"Read the phrase below.
 the quotient of three less than a number and six more than four × a number
 Which expression is equivalent to this phrase?",(3-x)/(4x + 6),(x - 3)(4x + 6),(x-3)/(4x + 6),4x - 3 + 6,,,,C,"<h2>-1.5</h2>
Acceleration is determined by the change in velocity divided by the time taken. In this case, the change in velocity is negative (V2 - V1 = 8 m/s - 14 m/s = -6 m/s), indicating a decrease in speed from the beginning to the end. Dividing this by the time of 4 seconds gives an acceleration of -1.5 m/s^2.

<b>A) 1.5</b>
This choice represents the positive value of the correct answer, but acceleration is negative in this scenario due to the decrease in velocity over time, resulting in a negative acceleration.

<b>B) -1.5</b>
Correct! As explained earlier, the negative acceleration signifies the decrease in velocity over time, correctly calculated as -1.5 m/s^2.

<b>C) 4.5</b>
This value does not align with the calculated acceleration based on the given velocities and time. It does not account for the decrease in velocity observed in the scenario.

<b>D) -12</b>
While this choice is a negative value as in the correct answer, the magnitude of 12 m/s^2 does not match the calculated acceleration of -1.5 m/s^2 based on the provided velocities and time.

<b>Conclusion</b>
The acceleration of an object with a beginning velocity of 14 m/s and an end velocity of 8 m/s over a time of 4 seconds is correctly determined to be -1.5 m/s^2. This negative acceleration reflects the decrease in velocity experienced by the object during the specified time interval, in accordance with the given formula for acceleration.",,Regular,
High School Exams,General Educational Development (GED),GED Mathematical Reasoning Exams,Free GED Math Practice Test with Answers,,"The apartments in Greg's building are named using the letters A, B, C, and D and the digits 1 through 9. How many apartments are there in Greg's building if each apartment is named by a single letter followed by a single digit?",36,16,40,13,,,,A,"<h2>Triangle height (h) is 6 centimeters.</h2>
Given the area of the triangle as 24 square centimeters, the formula for the area of a triangle (Area = 1/2 * base * height) can be used to find the height. By substituting the given area and the base (which is not provided but is not needed for this calculation), the height can be determined as 6 centimeters.

<b>A) 9</b>
If the height were 9 centimeters, the area of the triangle would be calculated as 1/2 * base * 9. However, this would result in an area greater than 24 square centimeters, contradicting the information provided.

<b>B) 4</b>
Using 4 as the height in the area formula would yield an area of 1/2 * base * 4, which is only 16 square centimeters. This value does not align with the given area of 24 square centimeters.

<b>C) 8</b>
Assuming the height to be 8 centimeters, the area of the triangle would be computed as 1/2 * base * 8. This calculation results in an area of 4 times the base, which contradicts the known area of 24 square centimeters.

<b>D) 2</b>
If the height were 2 centimeters, the area would be determined as 1/2 * base * 2, leading to an area of only 2 square centimeters. This value is significantly lower than the provided area of 24 square centimeters.

<b>Conclusion</b>
By correctly applying the formula for the area of a triangle and using the given area of 24 square centimeters, the height of the triangle is determined to be 6 centimeters. This solution aligns with the area provided and ensures geometric consistency within the given parameters.",,Regular,
